product_id,product_name,category,subcategory,price,cost,is_plus_eligible
59,UltraBook Laptops 15 Pro,electronics,laptops,11.68,7.06,True
60,BeautyKit Tools Pro,beauty,tools,31.79,18.08,True
61,StrideMax Shoes SE,clothing,shoes,31.07,12.68,True
62,LayerUp Tops Plus,clothing,tops,139.5,86.91,True
63,TravelEssentials Tools V2,beauty,tools,67.72,44.4,True
64,DressWalk Shoes,clothing,shoes,33.42,18.35,False
65,DayDress Dresses,clothing,dresses,40.41,21.81,True
66,TechGrip Accessories Set 74,clothing,accessories,34.31,13.78,True
67,ArtWall Decor Pro,home,decor,28.15,17.9,True
68,ProLens Cameras X100,electronics,cameras,13.93,6.95,True
69,LayerUp Tops Pro,clothing,tops,29.35,19.48,True
70,MopPro Cleaning,home,cleaning,18.23,9.33,True
71,FlexFit Pants,clothing,pants,12.18,6.94,True
72,BikeKit Cycling Plus,sports,cycling,49.85,23.98,False
73,ModernVase Decor SE,home,decor,45.29,20.3,True
74,ActionCam Cameras Mark II,electronics,cameras,7.93,5.02,True
75,CoolSleep Bedding Pro,home,bedding,30.02,16.48,False
76,SteamMax Cleaning Pro,home,cleaning,73.45,41.2,True
77,GlowSerum Skincare SE,beauty,skincare,77.28,53.29,True
78,SummerBreeze Dresses,clothing,dresses,75.24,51.85,True
79,PureOmega Supplements Pro,beauty,supplements,34.16,22.43,True
80,ImmunePlus Supplements SE 37,beauty,supplements,16.84,7.68,True
81,CableKit Accessories Set,clothing,accessories,13.92,8.05,True
82,MindfulKit Yoga,sports,yoga,43.63,28.95,True
83,ProTab Tablets 10,electronics,tablets,44.85,22.98,True
84,ChromeBook Laptops 14,electronics,laptops,92.75,39.91,True
85,PartyBox Speakers XL,electronics,speakers,79.84,51.36,True
86,StylingPro Tools Pro,beauty,tools,29.79,16.22,True
87,TechGrip Accessories Pro,clothing,accessories,12.24,6.97,False
88,SlimTab Tablets 10,electronics,tablets,25.65,17.82,True
89,LayerUp Tops V2,clothing,tops,39.4,22.94,True
90,StudyTab Tablets SE,electronics,tablets,28.17,14.86,True
91,SilkShine Haircare,beauty,haircare,20.86,10.66,True
92,PowerBank Accessories Kit,clothing,accessories,40.54,21.3,True
93,OrgPro Storage,home,storage,22.13,9.64,True
94,SmartBrew Kitchen V2,home,kitchen,20.04,12.79,True
95,ActiveWear Tops Pro 47,clothing,tops,42.49,27.67,False
96,DeskLamp Lighting SE,home,lighting,24.01,11.65,True
97,CableKit Accessories Pack,electronics,accessories,40.26,19.77,True
98,Studio Headphones X,electronics,headphones,41.21,27.29,False
99,Scale Up Business,books,business,13.31,5.42,False
100,Scale Up Business V2,books,business,22.53,12.53,True
101,ScalpCare Haircare Plus,beauty,haircare,104.61,56.4,True
102,BrightLED Lighting Max,home,lighting,13.07,7.93,True
103,A Thousand Fiction V2,books,fiction,6.09,2.73,True
104,TrueColor Makeup Pro,beauty,makeup,7.47,4.49,True
105,NaturalGlow Makeup,beauty,makeup,33.9,17.39,False
106,StretchDenim Pants,clothing,pants,33.94,19.88,False
107,SmartBulb Lighting V2 68,home,lighting,30.14,12.42,True
108,DeskTone Speakers Mini,electronics,speakers,87.47,47.1,True
109,A Thousand Fiction Plus,books,fiction,5.99,3.33,False
110,StormShield Outerwear Plus,clothing,outerwear,45.46,21.11,False
111,QuickMix Kitchen Max,home,kitchen,115.49,51.03,True
112,QuickMix Kitchen Plus,home,kitchen,13.43,6.13,True
113,ComfyJog Pants Pro,clothing,pants,24.44,12.3,False
114,ChromeBook Laptops 15 Pro,electronics,laptops,18.13,7.78,True
115,NatureGear Outdoor Pro,sports,outdoor,16.19,11.08,True
116,ImmunePlus Supplements Plus,beauty,supplements,25.51,13.3,False
117,EauFresh Fragrance,beauty,fragrance,103.75,66.68,False
118,DressWalk Shoes V2,clothing,shoes,144.01,99.7,False
119,CasualChic Dresses Max,clothing,dresses,25.31,10.74,True
120,UrbanStyle Tops,clothing,tops,152.03,90.53,True
121,UrbanStyle Tops SE,clothing,tops,34.07,22.53,True
122,WorkStation Laptops S,electronics,laptops,134.69,79.5,True
123,FlexFit Pants Pro,clothing,pants,30.73,16.25,True
124,PartyBox Speakers 360,electronics,speakers,36.78,19.47,True
125,CableKit Accessories Kit,clothing,accessories,44.36,18.22,True
126,BrightLED Lighting,home,lighting,421.19,236.03,True
127,ProTab Tablets Air,electronics,tablets,65.43,45.67,True
128,SlimTab Tablets SE,electronics,tablets,18.81,12.93,True
129,LightLayer Outerwear,clothing,outerwear,71.89,29.63,True
130,ProLens Cameras Mini,electronics,cameras,24.79,15.17,True
131,Atomic Self Help,books,self_help,22.38,10.98,True
132,DressWalk Shoes Max,clothing,shoes,68.5,45.96,False
133,MopPro Cleaning SE,home,cleaning,33.95,14.04,True
134,RainReady Outerwear Plus,clothing,outerwear,41.38,28.17,True
135,Sport Headphones Pro 31,electronics,headphones,33.49,21.81,True
136,Mindset Self Help Pro,books,self_help,43.35,18.87,True
137,DayDress Dresses V2,clothing,dresses,46.52,19.44,True
138,BeautyKit Tools Plus,beauty,tools,7.03,4.57,True
139,SlimTab Tablets Mini,electronics,tablets,56.44,25.21,True
140,TechGrip Accessories Pack,clothing,accessories,15.1,8.46,True
141,SummerBreeze Dresses Max,clothing,dresses,10.45,7.05,True
142,One Pan Cooking Pro,books,cooking,31.6,18.02,True
143,ScreenGuard Accessories Pro,clothing,accessories,35.42,18.39,True
144,WorkPant Pants Plus,clothing,pants,19.01,10.14,True
145,OrgPro Storage Plus,home,storage,64.38,26.97,True
146,AccentPiece Decor Pro,home,decor,11.32,7.82,False
147,ComfortStep Shoes Max,clothing,shoes,23.91,11.79,True
148,TrailRun Shoes SE,clothing,shoes,20.74,9.47,True
149,MiniSpeaker Speakers Go,electronics,speakers,31.9,15.5,True
150,CampEssential Outdoor Max,sports,outdoor,41.39,28.53,True
151,CourtKing Team Sports Max,sports,team_sports,14.79,6.33,True
152,MirrorLess Cameras 4K,electronics,cameras,59.11,39.02,False
153,DockStation Accessories Set,clothing,accessories,34.83,21.33,False
154,GameStation Laptops 14,electronics,laptops,7.29,4.73,True
155,OceanBreeze Fragrance V2,beauty,fragrance,6.91,4.79,True
156,LuxComfort Bedding Plus,home,bedding,32.79,21.4,False
157,VitaBoost Supplements Plus,beauty,supplements,27.75,18.95,True
158,VolumeBoost Haircare V2,beauty,haircare,30.49,13.36,True
159,RepairPro Haircare,beauty,haircare,32.38,20.68,True
160,SlimTab Tablets SE 93,electronics,tablets,39.66,22.36,True
161,The Strategy Business,books,business,70.68,39.8,True
162,BrightLED Lighting Pro,home,lighting,13.61,9.11,True
163,StudyTab Tablets Air,electronics,tablets,12.97,8.97,False
164,RainReady Outerwear,clothing,outerwear,13.81,8.44,True
165,DreamSoft Bedding V2,home,bedding,41.73,22.74,True
166,LightFoot Running Shoes SE,sports,running_shoes,89.65,48.13,True
167,TrailPack Outdoor,sports,outdoor,23.45,12.1,True
168,BrightLED Lighting SE,home,lighting,5.99,3.05,True
169,The Ultimate Cooking Max,books,cooking,8.47,4.38,True
170,CozyGlow Decor SE,home,decor,17.01,7.26,True
171,StormShield Outerwear SE,clothing,outerwear,21.2,8.97,True
172,OrgPro Storage SE,home,storage,23.89,15.15,True
173,The Art of Nonfiction Max,books,nonfiction,34.15,18.23,True
174,Sport Headphones Elite,electronics,headphones,25.81,17.53,True
175,CompactZoom Cameras Mini,electronics,cameras,76.67,44.75,True
176,FlexFit Pants V2,clothing,pants,19.28,7.92,True
177,The Truth About Nonfiction Max,books,nonfiction,16.61,7.43,False
178,IronGrip Fitness Max,sports,fitness,48.57,22.43,True
179,ClearSkin Skincare Plus,beauty,skincare,9.69,6.71,True
180,FieldPro Team Sports SE,sports,team_sports,45.23,21.06,True
181,FlowBlock Yoga V2,sports,yoga,35.95,19.94,True
182,TrailRun Shoes,clothing,shoes,29.43,20.04,True
183,SpaceSaver Storage Pro,home,storage,117.99,81.79,True
184,CurlDefine Haircare Max,beauty,haircare,20.13,9.48,True
185,LastAll Makeup Plus,beauty,makeup,172.13,71.39,True
186,EcoSleep Bedding Max,home,bedding,27.65,12.33,True
187,SlimTab Tablets 10 48,electronics,tablets,11.92,4.99,True
188,OceanBreeze Fragrance V2 58,beauty,fragrance,35.02,16.06,False
189,CloudRest Bedding Max,home,bedding,14.0,7.99,False
190,Zero to Business Max,books,business,18.15,12.23,True
191,FreshKeep Kitchen SE,home,kitchen,45.5,25.53,False
192,UltraBook Laptops Ultra,electronics,laptops,51.65,30.36,True
193,RoadRider Cycling SE,sports,cycling,20.13,9.27,False
194,StudyTab Tablets Air 94,electronics,tablets,72.96,46.71,False
195,MiniTab Tablets 10,electronics,tablets,83.6,48.93,True
196,CasualKick Shoes SE,clothing,shoes,104.48,68.88,True
197,ZenMat Yoga,sports,yoga,50.58,34.63,False
198,PowerBank Accessories Plus,electronics,accessories,98.57,49.72,False
199,ModernVase Decor V2,home,decor,7.35,3.14,False
200,ImmunePlus Supplements Max,beauty,supplements,25.68,12.01,True
201,The Strategy Business Pro,books,business,16.55,8.79,True
202,TechGrip Accessories Pack 59,clothing,accessories,36.43,24.91,False
203,TechGrip Accessories Pack 2,electronics,accessories,20.96,10.76,True
204,StudyTab Tablets SE 82,electronics,tablets,28.99,18.3,True
205,AmbientGlow Lighting Max,home,lighting,149.27,83.91,True
206,DrawPad Tablets Mini,electronics,tablets,28.91,13.15,True
207,BeautyKit Tools Plus 72,beauty,tools,46.11,22.88,True
208,GameStation Laptops S,electronics,laptops,27.5,16.39,True
209,DockStation Accessories Kit 72,clothing,accessories,35.18,21.17,True
210,NightBloom Fragrance Max 27,beauty,fragrance,33.28,17.65,True
211,ComfortStep Shoes Pro,clothing,shoes,47.4,22.21,False
212,SnapShot Cameras Mini,electronics,cameras,84.12,51.87,True
213,ZenMat Yoga Plus,sports,yoga,123.71,55.75,True
214,GlowSerum Skincare 37,beauty,skincare,42.42,28.89,True
215,SunShield Skincare V2,beauty,skincare,53.07,24.22,False
216,ProTab Tablets Mini,electronics,tablets,13.19,5.7,True
217,DockStation Accessories Pack,electronics,accessories,30.87,16.96,True
218,Think and Self Help,books,self_help,70.26,39.06,True
219,StackBox Storage Plus,home,storage,66.21,36.58,True
220,ArtWall Decor SE,home,decor,39.22,20.83,True
221,RainReady Outerwear Plus 83,clothing,outerwear,67.3,47.01,False
222,PureOmega Supplements SE,beauty,supplements,49.04,26.77,True
223,Build and Tech Max,books,tech,86.51,47.01,True
224,SpaceSaver Storage V2 61,home,storage,41.74,21.98,False
225,The Ultimate Cooking V2,books,cooking,24.91,10.46,True
226,Wireless Headphones Max,electronics,headphones,43.32,25.03,False
227,TechGrip Accessories Kit,clothing,accessories,5.99,2.81,True
228,LayerUp Tops V2 93,clothing,tops,44.98,26.6,True
229,WorkStation Laptops Ultra,electronics,laptops,5.99,2.49,False
230,CableKit Accessories Plus,electronics,accessories,8.34,5.79,True
231,TrailRun Shoes Max,clothing,shoes,47.53,25.7,True
232,Simple and Cooking SE,books,cooking,48.52,32.46,False
233,DressWalk Shoes SE,clothing,shoes,13.07,7.09,True
234,The Algorithm Tech Pro,books,tech,18.73,7.83,True
235,TrailPack Outdoor Max,sports,outdoor,99.13,64.1,True
236,ActiveWear Tops SE,clothing,tops,22.48,13.36,True
237,SunShield Skincare Plus,beauty,skincare,199.21,126.4,True
238,WorkStation Laptops Ultra 28,electronics,laptops,33.06,17.47,True
239,Budget Headphones Pro,electronics,headphones,45.9,27.14,True
240,TeamGear Team Sports V2,sports,team_sports,120.72,79.3,True
241,TravelEssentials Tools V2 6,beauty,tools,36.78,21.68,True
242,DeskLamp Lighting SE 64,home,lighting,14.85,7.49,False
243,DayDress Dresses Plus,clothing,dresses,30.33,18.16,True
244,ScreenGuard Accessories Set,clothing,accessories,32.19,19.36,False
245,BalanceSet Yoga,sports,yoga,11.11,7.65,True
246,PowerBank Accessories Kit 70,clothing,accessories,26.99,13.8,False
247,CasualChic Dresses Pro,clothing,dresses,18.29,9.65,True
248,SliceMaster Kitchen Plus,home,kitchen,69.37,44.65,True
249,TechGrip Accessories Kit 23,clothing,accessories,34.05,18.79,False
250,FlawlessBase Makeup Max,beauty,makeup,26.41,16.4,True
251,SummitPro Outdoor Pro,sports,outdoor,30.42,16.36,True
252,ComfortFit Tops,clothing,tops,39.59,18.4,True
253,MopPro Cleaning Max,home,cleaning,54.24,33.82,True
254,AccentPiece Decor Plus,home,decor,14.88,6.54,True
255,AgeLess Skincare Max,beauty,skincare,14.39,6.61,True
256,FlexBand Fitness V2,sports,fitness,80.14,47.13,True
257,MiniTab Tablets 10 96,electronics,tablets,23.81,14.86,True
258,DrawPad Tablets 10,electronics,tablets,10.66,7.13,True
259,DressWalk Shoes V2 83,clothing,shoes,47.23,22.75,True
260,ProBook Laptops Ultra 54,electronics,laptops,47.98,20.79,True
261,MindfulKit Yoga Max 64,sports,yoga,9.73,6.68,True
262,TidyBin Storage SE,home,storage,39.79,17.76,True
263,CableKit Accessories Kit 4,electronics,accessories,59.65,27.4,True
264,The Art of Nonfiction V2,books,nonfiction,44.68,21.78,True
265,Sport Headphones Elite 78,electronics,headphones,54.9,30.68,True
266,DreamSoft Bedding Plus,home,bedding,10.77,7.16,True
267,ProLens Cameras Mark II,electronics,cameras,43.16,27.11,True
268,PortaSound Speakers Pro,electronics,speakers,25.99,15.92,True
269,Noise-Canceling Headphones Air,electronics,headphones,22.51,10.19,True
270,SnapShot Cameras Pro,electronics,cameras,66.45,33.71,False
271,Sport Headphones Max,electronics,headphones,108.14,58.78,True
272,PortaSound Speakers Mini,electronics,speakers,139.14,61.81,True
273,StrideMax Shoes Max,clothing,shoes,94.81,45.7,True
274,StylingPro Tools Plus,beauty,tools,30.33,14.94,True
275,SparkleClean Cleaning V2,home,cleaning,43.91,19.24,True
276,ModernVase Decor Pro 61,home,decor,61.16,34.56,True
277,ComfortStep Shoes V2 30,clothing,shoes,36.49,22.31,True
278,MarathonPro Running Shoes Max,sports,running_shoes,36.77,15.48,True
279,FlowBlock Yoga Plus,sports,yoga,64.01,34.84,True
280,TechGrip Accessories Pro 76,electronics,accessories,31.58,20.04,False
281,DockStation Accessories Pack 29,electronics,accessories,18.48,11.54,True
282,TidyBin Storage SE 99,home,storage,23.77,15.32,True
283,SparkleClean Cleaning Pro,home,cleaning,54.99,29.39,True
284,CasualChic Dresses Pro 46,clothing,dresses,33.19,21.45,True
285,LayerUp Tops 81,clothing,tops,43.47,20.53,True
286,DeskTone Speakers XL,electronics,speakers,56.6,28.77,True
287,FreshKeep Kitchen,home,kitchen,24.54,11.11,False
288,ActiveWear Tops Pro 52,clothing,tops,60.64,32.76,False
289,StudyTab Tablets Air 32,electronics,tablets,44.84,23.21,True
290,FlexBand Fitness Plus,sports,fitness,12.33,5.82,True
291,SoundBlast Speakers XL,electronics,speakers,104.99,65.67,True
292,The Lean Business Plus,books,business,22.18,10.96,True
293,Studio Headphones Pro,electronics,headphones,8.81,4.25,True
294,BalanceSet Yoga Plus,sports,yoga,14.35,6.3,False
295,Code Complete Tech Max,books,tech,14.63,7.78,True
296,How We Nonfiction Max,books,nonfiction,34.53,16.95,True
297,CycleSafe Cycling Plus,sports,cycling,26.6,13.59,False
298,CityPulse Fragrance Plus,beauty,fragrance,25.29,11.91,True
299,UrbanStyle Tops 62,clothing,tops,54.37,34.2,True
300,BeautyKit Tools SE 80,beauty,tools,43.46,29.51,False
301,CompactZoom Cameras 4K,electronics,cameras,42.64,23.43,True
302,StrideMax Shoes 92,clothing,shoes,45.96,27.25,True
303,PowerBank Accessories Kit 29,clothing,accessories,54.21,35.79,True
304,CourtKing Team Sports Plus,sports,team_sports,6.13,4.29,False
305,StrideMax Shoes SE 20,clothing,shoes,24.74,14.45,True
306,QuickMix Kitchen,home,kitchen,5.99,3.99,True
307,WorkPant Pants Plus 86,clothing,pants,34.08,22.92,True
308,StackBox Storage Pro,home,storage,32.99,21.03,True
309,SoundBlast Speakers Mini,electronics,speakers,76.43,41.14,False
310,PufferWarm Outerwear 40,clothing,outerwear,85.64,36.34,True
311,DayDress Dresses SE,clothing,dresses,38.95,15.76,False
312,FreshAir Cleaning V2,home,cleaning,22.19,12.05,True
313,SmartBulb Lighting Max,home,lighting,48.82,26.77,True
314,FloorLight Lighting,home,lighting,21.71,11.34,False
315,SliceMaster Kitchen Pro,home,kitchen,33.08,18.87,True
316,FreshAir Cleaning V2 50,home,cleaning,72.89,41.23,True
317,EauFresh Fragrance Plus,beauty,fragrance,21.2,13.8,False
318,TidyBin Storage V2,home,storage,63.09,27.29,True
319,Profit First Business Max,books,business,56.94,26.62,True
320,A Thousand Fiction Plus 41,books,fiction,15.43,9.84,False
321,StretchDenim Pants SE,clothing,pants,72.18,47.23,True
322,ModernVase Decor Plus,home,decor,57.91,40.45,True
323,ScreenGuard Accessories Pro 49,clothing,accessories,35.93,23.78,True
324,ZenMat Yoga 15,sports,yoga,18.0,12.01,True
325,NaturalGlow Makeup Max,beauty,makeup,16.65,8.23,True
326,SpeedWheel Cycling Pro,sports,cycling,21.54,11.21,True
327,ActiveWear Tops Max,clothing,tops,51.11,24.55,True
328,StrideMax Shoes Plus,clothing,shoes,15.42,8.97,True
329,StackBox Storage V2,home,storage,46.99,32.03,True
330,ScalpCare Haircare SE,beauty,haircare,12.26,6.17,True
331,DustAway Cleaning Plus,home,cleaning,28.13,15.95,True
332,VolumeBoost Haircare SE 9,beauty,haircare,36.15,17.67,True
333,RoadRider Cycling,sports,cycling,234.18,105.6,True
334,MiniTab Tablets Pro 12,electronics,tablets,11.0,5.04,True
335,TechGrip Accessories Pack 86,clothing,accessories,107.51,44.87,False
336,MiniTab Tablets SE,electronics,tablets,37.33,25.56,True
337,FlawlessBase Makeup V2,beauty,makeup,46.01,23.96,True
338,PowerBank Accessories Plus 91,electronics,accessories,36.4,23.67,False
339,Profit First Business Plus,books,business,47.27,28.57,True
340,ProTab Tablets Mini 93,electronics,tablets,29.28,13.4,True
341,A Thousand Fiction Max,books,fiction,105.98,47.97,True
342,SpeedStride Running Shoes Plus,sports,running_shoes,22.98,14.79,True
343,WindBreak Outerwear Max,clothing,outerwear,81.92,39.27,True
344,LastAll Makeup Plus 6,beauty,makeup,19.78,13.33,True
345,DailyWell Supplements SE,beauty,supplements,31.56,13.95,True
346,Simple and Cooking V2,books,cooking,14.05,8.48,False
347,SparkleClean Cleaning Max,home,cleaning,47.66,30.71,False
348,TrailRun Shoes SE 88,clothing,shoes,105.22,49.51,True
349,MiniTab Tablets Air,electronics,tablets,31.13,15.03,True
350,ActiveWear Tops Max 19,clothing,tops,28.29,19.5,True
351,ActionCam Cameras X100,electronics,cameras,13.58,6.51,False
352,SummerBreeze Dresses Max 21,clothing,dresses,27.57,14.58,True
353,PowerBank Accessories Plus 38,clothing,accessories,9.26,4.91,True
354,FlexFit Pants SE,clothing,pants,15.95,7.59,True
355,CocktailHour Dresses SE,clothing,dresses,39.7,25.12,True
356,CurlDefine Haircare V2,beauty,haircare,95.13,60.08,True
357,ClearSkin Skincare Pro,beauty,skincare,313.37,160.91,True
358,LayerUp Tops Pro 29,clothing,tops,20.71,13.47,True
359,DayDress Dresses V2 34,clothing,dresses,104.4,48.43,False
360,The Silent Fiction V2,books,fiction,40.25,16.15,True
361,Studio Headphones Pro 66,electronics,headphones,29.34,16.76,True
362,SnapShot Cameras 4K,electronics,cameras,46.81,32.68,True
363,UltraBook Laptops S,electronics,laptops,34.8,14.32,True
364,EauFresh Fragrance Plus 24,beauty,fragrance,36.17,16.72,True
365,LayerUp Tops Plus 74,clothing,tops,23.89,13.28,True
366,TrueColor Makeup Plus,beauty,makeup,10.82,6.96,True
367,ScalpCare Haircare V2,beauty,haircare,9.63,4.11,True
368,AmbientGlow Lighting Plus,home,lighting,55.85,28.96,True
369,TeamGear Team Sports Max,sports,team_sports,26.54,16.56,True
370,PowerBlend Supplements,beauty,supplements,20.56,10.52,True
371,ShelfMax Storage Pro,home,storage,33.34,15.22,True
372,StackBox Storage V2 69,home,storage,62.55,28.69,True
373,StackBox Storage V2 40,home,storage,38.26,20.01,True
374,PartyBox Speakers Mini,electronics,speakers,19.59,10.65,True
375,SoundBlast Speakers Pro,electronics,speakers,88.33,58.17,True
376,One Pan Cooking SE,books,cooking,117.14,69.43,False
377,ComfortStep Shoes V2 61,clothing,shoes,49.19,29.86,False
378,ArtWall Decor SE 57,home,decor,72.16,50.14,True
379,NightBloom Fragrance Plus,beauty,fragrance,89.44,46.83,True
380,PowerBank Accessories Pro,clothing,accessories,81.78,42.61,True
381,How We Nonfiction Plus,books,nonfiction,54.12,36.64,True
382,VolumeBoost Haircare Plus,beauty,haircare,53.45,25.32,True
383,CableKit Accessories Set 31,clothing,accessories,50.19,31.06,False
384,TidyBin Storage Pro,home,storage,13.77,8.63,False
385,How We Nonfiction,books,nonfiction,58.01,24.91,True
386,OceanBreeze Fragrance SE,beauty,fragrance,11.19,6.05,True
387,The Art of Nonfiction SE 74,books,nonfiction,17.54,8.07,False
388,SoundBlast Speakers Mini 65,electronics,speakers,93.96,42.81,True
389,BalanceSet Yoga Max,sports,yoga,64.86,34.97,False
390,StretchDenim Pants Pro,clothing,pants,108.84,52.99,True
391,SlimTab Tablets 10 58,electronics,tablets,26.65,17.02,False
392,ScreenGuard Accessories Pack,clothing,accessories,13.17,8.85,True
393,TravelEssentials Tools SE,beauty,tools,27.32,17.51,True
394,ProBook Laptops 15 Pro,electronics,laptops,35.93,17.24,True
395,WindBreak Outerwear SE,clothing,outerwear,35.28,17.01,True
396,ProBall Team Sports Pro,sports,team_sports,82.02,39.08,True
397,ModernVase Decor Max,home,decor,24.8,10.92,True
398,ClassicTee Tops V2 39,clothing,tops,43.89,29.98,True
399,SlimCut Pants,clothing,pants,15.02,7.82,False
400,FloorLight Lighting Pro,home,lighting,47.48,22.19,True
401,The Art of Nonfiction Plus,books,nonfiction,33.2,21.71,True
402,FlawlessBase Makeup Pro,beauty,makeup,18.18,9.45,True
403,UltraBook Laptops S 82,electronics,laptops,27.42,11.26,True
404,How We Nonfiction 94,books,nonfiction,28.58,12.82,True
405,TrailBlazer Running Shoes V2,sports,running_shoes,26.68,15.79,True
406,OrgPro Storage V2,home,storage,136.6,86.72,True
407,MindfulKit Yoga SE,sports,yoga,30.61,14.18,True
408,Sport Headphones Pro 39,electronics,headphones,27.25,18.4,False
409,Rethinking Nonfiction SE,books,nonfiction,6.18,4.05,True
410,ClearSkin Skincare SE,beauty,skincare,16.19,10.6,False
411,EauFresh Fragrance Plus 51,beauty,fragrance,26.83,12.56,True
412,WorkStation Laptops 15 Pro,electronics,laptops,19.13,7.94,True
413,RoadRider Cycling Plus,sports,cycling,100.02,66.04,True
414,SlimTab Tablets Mini 64,electronics,tablets,29.02,14.27,True
415,SteamMax Cleaning V2,home,cleaning,92.83,54.37,True
416,SlimTab Tablets Pro 12,electronics,tablets,34.79,21.85,True
417,VolumeBoost Haircare Pro,beauty,haircare,34.12,14.96,True
418,PortaSound Speakers 360,electronics,speakers,30.84,19.56,True
419,The Lean Business V2,books,business,33.22,22.64,True
420,ImmunePlus Supplements Pro,beauty,supplements,130.98,81.01,True
421,MiniSpeaker Speakers Pro,electronics,speakers,5.99,3.19,False
422,MiniTab Tablets SE 41,electronics,tablets,6.68,4.43,True
423,TechGrip Accessories Set 56,electronics,accessories,21.44,11.97,False
424,ComfyJog Pants Max,clothing,pants,33.5,20.88,True
425,SpeedWheel Cycling SE,sports,cycling,57.52,37.17,False
426,MopPro Cleaning Plus,home,cleaning,48.35,30.21,False
427,MindfulKit Yoga Plus,sports,yoga,24.35,11.84,True
428,GameStation Laptops 14 26,electronics,laptops,74.83,32.58,True
429,CycleSafe Cycling V2 78,sports,cycling,75.5,35.6,True
430,Zero to Business,books,business,38.37,21.14,False
431,TrueColor Makeup Plus 52,beauty,makeup,71.53,39.45,True
432,FlawlessBase Makeup V2 1,beauty,makeup,41.19,23.68,True
433,FieldPro Team Sports Pro,sports,team_sports,21.13,10.96,False
